UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Altitude (Ellipsoid),Speed,North Speed,East Speed,Down Speed,Course,Satellite used,Positioning mode,HorAccuracy,VerAccuracy,GPS time consumption,Data Source,HDOP,VDOP
2c000014a2,2026-06-07T00:33:32.374Z,2026-06-03T02:04:10Z,141.3288576,42.9862848,177.7,208.9,0,0,0,0,0,5,2,-99999.9,-99999.9,6,[2],2.95,4.85
2c000014a2,2026-06-07T00:33:32.377Z,2026-06-03T02:06:28Z,141.32864,42.9862112,116.3,147.5,0.5,0,0,0,0,6,2,-99999.9,-99999.9,25,[2],1.63,2.1
2c000014a2,2026-06-07T00:33:32.379Z,2026-06-03T02:10:05Z,141.3310336,42.9877952,124.8,156,0.7,0,0,0,117,5,2,-99999.9,-99999.9,2,[2],2.4,2.12
2c000014a2,2026-06-07T00:33:32.381Z,2026-06-03T02:21:09Z,141.3286528,42.9861824,105.4,136.6,0.1,0,0,0,0,6,2,-99999.9,-99999.9,67,[1],2.67,3.96
2c000014a2,2026-06-07T00:33:32.383Z,2026-06-03T02:30:07Z,141.3289344,42.9862144,157,188.2,0.1,0,0,0,0,7,2,-99999.9,-99999.9,5,[2],2.38,3.5
2c000014a2,2026-06-07T00:33:32.385Z,2026-06-03T02:40:05Z,141.3313408,42.9878304,133.4,164.6,0.3,0,0,0,0,8,2,-99999.9,-99999.9,3,[2],1.35,1.43
2c000014a2,2026-06-07T00:33:32.387Z,2026-06-03T02:50:06Z,141.3301888,42.9877408,111.5,142.7,17.5,0,0,0,40.7,7,2,-99999.9,-99999.9,4,[2],1.88,1.54
2c000014a2,2026-06-07T00:33:32.388Z,2026-06-03T02:51:06Z,141.3308544,42.9879808,119.7,150.9,0.4,0,0,0,0,6,2,-99999.9,-99999.9,4,[4],1.48,1.63
2c000014a2,2026-06-07T00:33:32.39Z,2026-06-03T02:52:08Z,141.3286784,42.9864832,160.5,191.7,0.4,0,0,0,0,6,2,-99999.9,-99999.9,6,[4],2.63,4.84
2c000014a2,2026-06-07T00:33:32.392Z,2026-06-03T02:53:13Z,141.328704,42.9862592,125.8,157,0.1,0,0,0,0,6,2,-99999.9,-99999.9,11,[4],2.58,4.68
2c000014a2,2026-06-07T00:33:32.394Z,2026-06-03T03:00:06Z,141.328768,42.9862368,98.5,129.7,0.2,0,0,0,0,5,2,-99999.9,-99999.9,4,[2],2.64,4.11
2c000014a2,2026-06-07T00:33:32.43Z,2026-06-03T03:10:07Z,141.3287168,42.9863744,126.2,157.4,0.3,0,0,0,0,5,2,-99999.9,-99999.9,5,[2],2.56,3.33
2c000014a2,2026-06-07T00:33:32.432Z,2026-06-03T03:20:07Z,141.3282304,42.9865536,99.2,130.4,0.5,0,0,0,0,5,2,-99999.9,-99999.9,5,[2],2.56,2.85
2c000014a2,2026-06-07T00:33:32.434Z,2026-06-03T03:30:09Z,141.3306624,42.9879424,72.4,103.6,0.3,0,0,0,0,6,2,-99999.9,-99999.9,7,[2],2.05,2.48
2c000014a2,2026-06-07T00:33:32.436Z,2026-06-03T03:41:01Z,141.328512,42.9865024,125.5,156.7,0.1,0,0,0,0,6,2,-99999.9,-99999.9,58,[1],1.87,1.48
2c000014a2,2026-06-07T00:33:32.439Z,2026-06-03T04:22:01Z,141.3310208,42.988064,105.2,136.4,0,0,0,0,0,8,2,-99999.9,-99999.9,119,[1],1.24,1.51
2c000014a2,2026-06-07T00:33:32.44Z,2026-06-03T05:40:05Z,141.3297408,42.9862912,125.3,156.5,0.7,0,0,0,221.3,4,2,-99999.9,-99999.9,4,[2],1.19,2.76
2c000014a2,2026-06-07T00:33:32.442Z,2026-06-03T05:50:06Z,141.3348224,42.9846944,111.6,142.8,0.7,0,0,0,0,3,2,-99999.9,-99999.9,5,[2],1.3,2.67
2c000014a2,2026-06-07T00:33:32.444Z,2026-06-03T06:01:32Z,141.3343872,42.984032,88.1,119.3,0,0,0,0,0,4,2,-99999.9,-99999.9,91,[1],1.92,5.14
2c000014a2,2026-06-07T00:33:32.446Z,2026-06-03T06:51:31Z,141.3309312,42.987968,107.5,138.7,0,0,0,0,0,11,2,-99999.9,-99999.9,91,[1],0.85,1.16
